"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"10501,""0.831277"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10502,""0.831281"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10503,""0.831285"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10504,""0.831289"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10505,""0.831292"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10506,""0.831296"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10507,""0.831300"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"10508,""0.831304"",""0c:43:82:34:63:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10509,""0.831308"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10510,""0.831313"",""0c:43:82:34:63:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10511,""0.831317"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10512,""0.831329"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10513,""0.831333"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10514,""0.831337"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"10515,""0.831340"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10516,""0.831344"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10517,""0.831348"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10518,""0.831353"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.2? Tell 192.168.0.6"""
"10519,""0.831356"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10520,""0.831360"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10521,""0.831364"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10522,""0.831368"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10523,""0.831372"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10524,""0.831376"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10525,""0.831380"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10526,""0.831384"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10527,""0.831388"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10528,""0.831392"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10529,""0.831628"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10530,""0.831638"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10531,""0.831640"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10532,""0.831643"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10533,""0.831645"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10534,""0.831647"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10535,""0.831649"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10536,""0.831651"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10537,""0.831654"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10538,""0.831656"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10539,""0.831658"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10540,""0.831660"",""0c:43:82:a4:13:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10541,""0.831662"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10542,""0.831664"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10543,""0.831666"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10544,""0.831668"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10545,""0.831670"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10546,""0.831673"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10547,""0.831675"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10548,""0.831677"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10549,""0.831679"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10550,""0.831681"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10551,""0.831683"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10552,""0.831688"",""0c:43:82:a4:13:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10553,""0.831691"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10554,""0.831693"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10555,""0.831695"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10556,""0.831696"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10557,""0.831699"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10558,""0.831700"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10559,""0.831702"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10560,""0.831705"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10561,""0.831956"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10562,""0.831963"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10563,""0.831966"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10564,""0.831968"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10565,""0.831970"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"10566,""0.831976"",""0c:43:82:34:63:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10567,""0.831978"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10568,""0.831980"",""0c:43:82:34:63:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10569,""0.831982"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10570,""0.831985"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10571,""0.831987"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10572,""0.831989"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"10573,""0.832312"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10574,""0.832319"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10575,""0.832322"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10576,""0.832324"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10577,""0.832326"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10578,""0.832328"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10579,""0.832330"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10580,""0.832561"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10581,""0.832569"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10582,""0.832571"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10583,""0.832573"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10584,""0.832576"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10585,""0.832578"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10586,""0.832580"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10587,""0.832582"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10588,""0.832584"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10589,""0.832586"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10590,""0.832588"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10591,""0.832590"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10592,""0.832595"",""0c:43:82:37:fd:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10593,""0.832832"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10594,""0.832841"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10595,""0.832844"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10596,""0.832846"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10597,""0.832848"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10598,""0.832850"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10599,""0.832852"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10600,""0.832854"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10601,""0.832856"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10602,""0.832858"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10603,""0.832860"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10604,""0.832862"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10605,""0.832864"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10606,""0.832866"",""0c:43:82:37:fd:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10607,""0.832868"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10608,""0.832870"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10609,""0.833045"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10610,""0.833052"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10611,""0.833054"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10612,""0.833057"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10613,""0.837140"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10614,""0.837153"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10615,""0.837158"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10616,""0.837162"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10617,""0.837167"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10618,""0.837170"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10619,""0.837175"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10620,""0.837179"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10621,""0.837183"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10622,""0.837187"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10623,""0.837191"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10624,""0.837194"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10625,""0.837500"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10626,""0.837514"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10627,""0.837518"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10628,""0.837522"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10629,""0.837526"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10630,""0.837530"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10631,""0.837539"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10632,""0.837543"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10633,""0.837547"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10634,""0.837551"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10635,""0.837555"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10636,""0.837560"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10637,""0.837563"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10638,""0.837568"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10639,""0.837572"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10640,""0.837576"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10641,""0.837580"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10642,""0.837584"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.2? Tell 192.168.0.6"""
"10643,""0.837588"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10644,""0.837593"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10645,""0.837597"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10646,""0.837601"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10647,""0.837605"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10648,""0.837611"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10649,""0.837615"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10650,""0.837619"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10651,""0.837629"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10652,""0.837633"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10653,""0.837637"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10654,""0.837642"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10655,""0.837649"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10656,""0.837652"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10657,""0.837928"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10658,""0.837939"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10659,""0.837944"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10660,""0.837949"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10661,""0.837953"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10662,""0.837957"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10663,""0.837961"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10664,""0.837965"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"10665,""0.837978"",""0c:43:82:34:63:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10666,""0.837983"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10667,""0.837988"",""0c:43:82:34:63:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10668,""0.837993"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"10669,""0.837997"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10670,""0.838001"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10671,""0.838006"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"10672,""0.838014"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10673,""0.838018"",""0c:43:82:a4:13:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10674,""0.838022"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10675,""0.838026"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10676,""0.838031"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10677,""0.838035"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10678,""0.838039"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10679,""0.838043"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10680,""0.838048"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10681,""0.838052"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10682,""0.838057"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10683,""0.838061"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"10684,""0.838066"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
