"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"3704,""0.281706"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3705,""0.281712"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3706,""0.281714"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3707,""0.281717"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3708,""0.281719"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3709,""0.281721"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3710,""0.281724"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3711,""0.281726"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3712,""0.281729"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3713,""0.281802"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3714,""0.281816"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3715,""0.289878"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3716,""0.289888"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3717,""0.290083"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3718,""0.290098"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3719,""0.290102"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3720,""0.290105"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3721,""0.290107"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3722,""0.290110"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3723,""0.290112"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3724,""0.290346"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3725,""0.290375"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3726,""0.290382"",""0c:43:82:37:fd:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3727,""0.290387"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3728,""0.290394"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3729,""0.290399"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3730,""0.290405"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3731,""0.290410"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3732,""0.290415"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3733,""0.290430"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3734,""0.290436"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3735,""0.290441"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3736,""0.290446"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3737,""0.290457"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3738,""0.290462"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3739,""0.290467"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3740,""0.290476"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3741,""0.290485"",""0c:43:82:37:fd:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3742,""0.290490"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3743,""0.290494"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3744,""0.290504"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3745,""0.290605"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3746,""0.290617"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3747,""0.290620"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3748,""0.290623"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3749,""0.290626"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3750,""0.290628"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3751,""0.290631"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3752,""0.290633"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3753,""0.290781"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3754,""0.290796"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3755,""0.290800"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3756,""0.290802"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3757,""0.298941"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3758,""0.298951"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3759,""0.298954"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3760,""0.298956"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3761,""0.298960"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3762,""0.298964"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3763,""0.298968"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3764,""0.298977"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3765,""0.298981"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3766,""0.298985"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3767,""0.298990"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3768,""0.298992"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3769,""0.298994"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3770,""0.298996"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3771,""0.298999"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3772,""0.299003"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3773,""0.299007"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3774,""0.299011"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3775,""0.299015"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3776,""0.299017"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3777,""0.299490"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3778,""0.299501"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3779,""0.299506"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3780,""0.299510"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3781,""0.299514"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3782,""0.299517"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3783,""0.299522"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3784,""0.299530"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3785,""0.299534"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3786,""0.299538"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3787,""0.299542"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3788,""0.299547"",""0c:43:82:af:a5:03"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3789,""0.299550"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3790,""0.299554"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3791,""0.299558"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3792,""0.299562"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3793,""0.299567"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3794,""0.299571"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3795,""0.299575"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3796,""0.299579"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3797,""0.299583"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3798,""0.299588"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3799,""0.299592"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3800,""0.299596"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"3801,""0.299600"",""0c:43:82:34:63:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3802,""0.299604"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3803,""0.299607"",""0c:43:82:34:63:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3804,""0.299611"",""0c:43:82:34:63:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3805,""0.299615"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3806,""0.299619"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3807,""0.299622"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.3? Tell 192.168.0.6"""
"3808,""0.299627"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3809,""0.300120"",""0c:43:82:34:63:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3810,""0.300128"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3811,""0.300132"",""00:50:79:66:68:01"",""Broadcast"",""ARP"",""64"",""Who has 192.168.0.2? Tell 192.168.0.6"""
"3812,""0.300134"",""0c:43:82:a4:13:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3813,""0.300137"",""0c:43:82:af:a5:02"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3814,""0.300139"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3815,""0.300142"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3816,""0.300144"",""0c:43:82:a4:13:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3817,""0.300147"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3818,""0.300149"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3819,""0.300152"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3820,""0.300154"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3821,""0.300157"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3822,""0.300159"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3823,""0.300162"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3824,""0.300164"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3825,""0.300170"",""0c:43:82:a4:13:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3826,""0.300173"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3827,""0.300175"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3828,""0.300178"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3829,""0.300180"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3830,""0.300183"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3831,""0.300185"",""0c:43:82:af:a5:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3832,""0.300188"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3833,""0.300190"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3834,""0.300193"",""0c:43:82:d4:06:03"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3835,""0.300196"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3836,""0.300198"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3837,""0.300486"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3838,""0.300495"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3839,""0.300498"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3840,""0.300500"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3841,""0.300795"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3842,""0.300806"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3843,""0.300809"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3844,""0.300811"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3845,""0.300813"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3846,""0.300815"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3847,""0.300817"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3848,""0.300819"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3849,""0.300821"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3850,""0.300823"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3851,""0.300825"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3852,""0.300827"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3853,""0.300829"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3854,""0.300831"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3855,""0.300833"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3856,""0.300835"",""0c:43:82:37:fd:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3857,""0.301151"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3858,""0.301160"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3859,""0.301162"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3860,""0.301165"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3861,""0.301167"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3862,""0.301169"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3863,""0.301174"",""0c:43:82:34:63:07"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3864,""0.301388"",""0c:43:82:af:a5:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3865,""0.301397"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3866,""0.301401"",""0c:43:82:37:fd:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3867,""0.301405"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3868,""0.301409"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3869,""0.301413"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3870,""0.301416"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3871,""0.301420"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3872,""0.301424"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3873,""0.301887"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3874,""0.301899"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3875,""0.301903"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3876,""0.301907"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3877,""0.301911"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3878,""0.301915"",""0c:43:82:34:63:07"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3879,""0.301919"",""0c:43:82:af:a5:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3880,""0.301922"",""0c:43:82:37:fd:01"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3881,""0.301930"",""0c:43:82:37:fd:08"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3882,""0.301939"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3883,""0.301943"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3884,""0.301952"",""0c:43:82:d4:06:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
"3885,""0.301956"",""0c:43:82:af:a5:00"",""DEC-MOP-Remote-Console"",""0x6002"",""77"",""DEC DNA Remote Console"""
"3886,""0.301965"",""0c:43:82:37:fd:01"",""CDP/VTP/DTP/PAgP/UDLD"",""DTP"",""90"",""Dynamic Trunk Protocol"""
